"six_id","album_name","track_name","song_lyric"
31,"Fearless Platinum Edition","Fifteen","You take a deep breath and you walk through the doors_You're gonna believe them_And when you're fifteen feeling like there's nothing to figure out_Well, count to ten, take it in_This is life before you know who you're gonna be_Fifteen_You sit in class next to a redhead named Abigail_And soon enough you're best friends_Laughing at the other girls who think they're so cool_We'll be outta here as soon as we can_And then you're on your very first date and he's got a car_It's the morning of your very first day_And you're feeling like flying_And your momma's waiting up and you're thinking he's the one_And you're dancing 'round your room when the night ends_When the night ends_'Cause when you're fifteen and somebody tells you they love you_You're gonna believe them_And when you're fifteen and your first kiss_Makes your head spin 'round_But in your life you'll do things greater than_Dating the boy on the football team_You say hi to your friends you ain't seen in a while_But I didn't know it at fifteen_When all you wanted was to be wanted_Wish you could go back and tell yourself what you know now_Back then I swore I was gonna marry him someday_But I realized some bigger dreams of mine_And Abigail gave everything she had to a boy_Who changed his mind and we both cried_'Cause when you're fifteen and somebody tells you they love you_You're gonna believe them_And when you're fifteen, don't forget to look before you fall_Try and stay out of everybody's way_I've found time can heal most anything_And you just might find who you're supposed to be_I didn't know who I was supposed to be at fifteen_La la la la la la la la la la_La la la la la la la la la la_La la la la la la_Your very first day_Take a deep breath, girl_Take a deep breath as you walk through the doors_It's your freshman year and you're gonna be here_For the next four years in this town_Hoping one of those senior boys will wink at you and say_""You know, I haven't seen you around before""_'Cause when you're fifteen and somebody tells you they love you"
32,"Fearless Platinum Edition","Forever & Always","Once upon a time_'Cause one second it was perfect, now you're halfway out the door_And I stare at the phone, he still hasn't called_And then you feel so low you can't feel nothing at all_And you flashback to when he said forever and always_Oh, and it rains in your bedroom_Everything is wrong_It rains when you're here and it rains when you're gone_'Cause I was there when you said forever and always_Was I out of line?_Did I say something way too honest, made you run and hide_I believe it was a Tuesday when I caught your eye_Like a scared little boy?_I looked into your eyes_Thought I knew you for a minute, now I'm not so sure_So here's to everything coming down to nothing_Here's to silence that cuts me to the core_Where is this going?_Thought I knew for a minute, but I don't anymore_And I stare at the phone, he still hasn't called_And then you feel so low you can't feel nothing at all_And you flashback to when he said forever and always_And we caught onto something_Oh, and it rains in your bedroom_Everything is wrong_It rains when you're here and it rains when you're gone_'Cause I was there when you said forever and always_You didn't mean it baby, I don't think so_Oh, back up, baby, back up_Did you forget everything?_Back up, baby, back up_Did you forget everything?_'Cause it rains in your bedroom_I hold onto the night, you looked me in the eye and told me you loved me_Everything is wrong_It rains when you're here and it rains when you're gone_'Cause I was there when you said forever and always_Oh, I stare at the phone, he still hasn't called_And then you feel so low you can't feel nothing at all_And you flashback to when we said forever and always_And  it rains in your bedroom_Everything is wrong_It rains when you're here and it rains when you're gone_'Cause I was there when you said forever and always_Were you just kidding?_You didn't mean it baby_You said forever and always, yeah_'Cause it seems to me, this thing is breaking down_We almost never speak_I don't feel welcome anymore_Baby, what happened? Please tell me"
33,"Fearless Platinum Edition","Forever & Always - Piano Version","Once upon a time, I believe it was a Tuesday when I caught your eye_Now you're halfway out the door_And I stare at the phone, he still hasn't called_And then you feel so low you can't feel nothing at all_And you flashback to when he said ""forever and always""_Oh, and it rains in your bedroom, everything is wrong_It rains when you're here and it rains when you're gone_I was there when you said ""forever and always""_Was I out of line?_Did I say something way too honest?_Made you run and hide like a scared little boy_And we caught onto something_I looked into your eyes, thought I knew you for a minute now I'm not so sure_So here's to everything coming down to nothing_Here's to silence that cuts me to the core_Where is this going?_Thought I knew for a minute but I don't anymore_And I stare at the phone, he still hasn't called_And then you feel so low you can't feel nothing at all_And you flashback to when he said ""forever and always""_And it rains in your bedroom, everything is wrong_It rains when you're here and it rains when you're gone_I hold onto the night you looked me in the eye and told me you loved me_I was there when you said ""forever and always""_You didn't mean it, baby_I don't think so, oh oh oh_Back up, baby, back up_Did you forget everything?_Back up, baby, back up_Did you forget everything?_Back up, baby, back up_Please back up, oh back up_Back up, baby, back up_Were you just kidding?_'Cause it rains in your bedroom, everything is wrong_It rains when you're here and it rains when you're gone_I was there when you said ""forever and always""_And I stare at the phone, he still hasn't called_And then you feel so low you can't feel nothing at all_And you flashback to when we said forever and always_'Cause it rains in your bedroom, everything is wrong_It rains when you're here and it rains when you're gone_I was there when you said forever and always_You didn't mean it baby_'Cause it seems to me_You said forever and always, yeah_This thing is breaking down, we almost never speak_I don't feel welcome anymore_Baby, what happened? Please tell me_'Cause one second it was perfect"
34,"Fearless Platinum Edition","Hey Stephen","Hey Stephen, I know looks can be deceiving_Can't help it if I wanna kiss you in the rain so_Come feel this magic I've been feeling since I met you_Can't help it if there's no one else_Mmm, I can't help myself_Hey Stephen, I've been holding back this feeling_So I got some things to say to you_I've seen it all, so I thought_But I never seen nobody shine the way you do_The way you walk, way you talk, way you say my name_It's beautiful, wonderful, don't you ever change_But I know I saw a light in you_Hey Stephen, why are people always leaving?_I think you and I should stay the same_'Cause I can't help it if you look like an angel_Can't help it if I wanna kiss you in the rain so_Come feel this magic I've been feeling since I met you_Can't help it if there's no one else_Mmm, I can't help myself_They're dimming the street lights, you're perfect for me_Why aren't you here tonight?_I'm waiting alone now, so come on and come out_And as we walked we were talking_And pull me near and shine, shine, shine_Hey Stephen, I could give you fifty reasons_Why I should be the one you choose_All those other girls, well, they're beautiful_But would they write a song for you?_I can't help it if you look like an angel_Can't help it if I wanna kiss you in the rain so_Come feel this magic I've been feeling since I met you_Can't help it if there's no one else_Mmm, I can't help myself_I didn't say half the things I wanted to_If you look like an angel_Can't help it if I wanna kiss you in the rain so_Come feel this magic I've been feeling since I met you_Can't help it if there's no one else_Mmm, I can't help myself_Myself_Can't help myself_I can't help myself_Of all the girls tossing rocks at your window_I'll be the one waiting there even when it's cold_Hey Stephen, boy, you might have me believing_I don't always have to be alone_'Cause I can't help it if you look like an angel"
35,"Fearless Platinum Edition","Jump Then Fall","I like the way you sound in the morning_And every time you shine, I'll shine for you_Whoa oh, I'm feeling you baby_Don't be afraid to_Jump then fall_Jump then fall into me_Baby, I'm never going to leave you_Say that you want to be with me too_So I'ma stay through it all_So jump then fall_I like the way your hair falls in your face_We're on the phone and without a warning_You got the keys to me_I love each freckle on your face, oh_I've never been so wrapped up, honey_I like the way you're everything I ever wanted_I had time to think it oh, over_And all I can say is come closer_Take a deep breath, then jump, then fall into me_'Cause every time you smile, I smile_And every time you shine, I'll shine for you_Whoa oh, I'm feeling you baby_I realize your laugh is the best sound_Don't be afraid to_Jump then fall_Jump then fall into me_Baby, I'm never going to leave you_Say that you want to be with me too_So I'ma stay through it all_So jump then fall_The bottom's going to drop out from under our feet_I'll catch you, I'll catch you_And people say things that bring you to your knees_I have ever heard_I'll catch you_The time is going to come when you're so mad you could cry_But I'll hold you through the night until you smile_Whoa oh, I need you baby_Don't be afraid, please_Jump then fall_Jump then fall into me_Be there, never going to leave you_Say that you want to be with me too_So I'ma stay through it all_I like the way I can't keep my focus_So jump then fall_Jump then fall baby_Jump then fall into me, into me_Every time you smile, I smile_And every time you shine, I shine_And every time you're here_Baby I'll show you, I'll show you_You can jump then fall, jump then fall_Jump then fall into me, into me, yeah_I watch you talk, you didn't notice_I hear the words but all I can think is_We should be together_Every time you smile, I smile"
36,"Fearless Platinum Edition","Love Story","We were both young when I first saw you_And my daddy said, ""stay away from Juliet""_And I was crying on the staircase_Begging you, ""please don't go,"" and I said_Romeo, take me somewhere we can be alone_I'll be waiting, all there's left to do is run_You'll be the prince and I'll be the princess_It's a love story baby just say ""yes""_So I sneak out to the garden to see you_We keep quiet, 'cause we're dead if they knew_So close your eyes_I close my eyes, and the flashback starts_Escape this town for a little while_'Cause you were Romeo, I was a scarlet letter_And my daddy said, ""Stay away from Juliet""_But you were everything to me_I was begging you please don't go and I said_Romeo, take me somewhere we can be alone_I'll be waiting, all there's left to do is run_You'll be the prince and I'll be the princess_It's a love story baby just say ""yes""Romeo, save me, they're trying to tell me how to feel_This love is difficult, but it's real_I'm standing there_Don't be afraid, we'll make it out of this mess_It's a love story baby just say ""yes""_Oh, oh_I got tired of waiting_Wondering if you were ever coming around_My faith in you was fading_When I met you on the outskirts of town, and I said_Romeo save me I've been feeling so alone_I keep waiting for you but you never come_Is this in my head? I don't know what to think_On a balcony in summer air_He knelt to the ground and pulled out a ring_And said: ""Marry me Juliet_You'll never have to be alone_I love you and that's all I really know_I talked to your dad, go pick out a white dress_It's a love story baby just say 'yes'""_Oh, oh_Oh, oh'Cause we were both young when I first saw you_See the lights, see the party, the ball gowns_See you make your way through the crowd_And say, ""hello""_Little did I know_That you were Romeo, you were throwing pebbles"
37,"Fearless Platinum Edition","SuperStar","This is wrong but I can't help but feel like_I can't take my eyes off of you_I'm no one special, just another wide-eyed girl_Who's desperately in love with you_Give me a photograph to hang on my wall, superstar_Good morning loneliness_Comes around when I'm not dreaming about you_When my world wakes up today_You'll be in another town_And I knew when I saw your face_I'd be counting down the ways to see you_There ain't nothing more right babe_You smile that beautiful smile and all the girls in the front row Scream your name_So dim that spotlight, tell me things like_I can't take my eyes off of you_I'm no one special, just another wide-eyed girl_Who's desperately in love with you_Give me a photograph to hang on my wall, superstar_You played in bars, you play guitar_And I'm invisible and everyone knows who you are_And you'll never see, you sing me to sleep_Every night from the radio_Misty morning comes again and I can't_So dim that spotlight, tell me things like_I can't take my eyes off of you_I'm no one special, just another wide-eyed girl_Who's desperately in love with you_Give me a photograph to hang on my wall, superstar_Sweet, sweet superstar_Superstar_Help but wish I could see your face_And I knew from the first note played_I'd be breaking all my rules to see you_You smile that beautiful smile and all the girls in the front row_Scream your name_So dim that spotlight, tell me things like"
38,"Fearless Platinum Edition","Tell Me Why","I took a chance, I took a shot_That makes me run for cover when you're around_And here's to you and your temper_Yes, I remember what you said last night_And I know, that you see, what you're doing to me_Tell me why_You could write a book on how to ruin someone's perfect day_Well, I get so confused and frustrated_Forget what I'm trying to say, oh_I'm sick and tired of your reasons_I got no one to believe in_And you might think I'm bulletproof, but I'm not_You tell me that you want me, then push me around_And I need you like a heartbeat_But you know you got a mean streak_That makes me run for cover when you're around_Here's to you and your temper_Yes, I remember what you said last night_And I know, that you see, what you're doing to me_Tell me why_Why do you have to make me feel small_So you can feel whole inside?_You took a swing, I took it hard_Why do you have to put down my dreams_So you're the only thing on my mind?_I'm sick and tired of your attitude_I'm feeling like I don't know you_You tell me that you want me, then cut me down_I'm sick and tired of your reasons_I've got no one to believe in_You ask me for my love, then you push me around_Here's to you and your temper_Yes, I remember what you said last night_And down here from the ground I see who you are_And I know that you see what you're doing to me_Tell me why (why)_Tell me why (why)_I take a step back, let you go_I told you I'm not bulletproof_Now you know_I'm sick and tired of your attitude_I'm feeling like I don't know you_You tell me that you love me, then cut me down_And I need you like a heartbeat_But you know you got a mean streak"
39,"Fearless Platinum Edition","The Best Day","I'm five years old, it's getting cold, I've got my big coat on_I'm thirteen now_And don't know how my friends could be so mean_I come home crying and you hold me tight and grab the keys_And we drive and drive until we found a town far enough away_And we talk and window shop 'til I've forgotten all their names_I don't know who I'm going to talk to now at school_But I know I'm laughing on the car ride home with you_Don't know how long it's going to take to feel okay_But I know I had the best day with you today_I have an excellent father, his strength is making me stronger_I hear your laugh and look up smiling at you, I run and run_God smiles on my little brother, inside and out_He's better than I am_I grew up in a pretty house and I had space to run_And I had the best days with you_There is a video I found from back when I was three_You set up a paint set in the kitchen and you're talking to me_It's the age of princesses and pirate ships and the seven dwarfs_And Daddy's smart_And you're the prettiest lady in the whole wide world_And now I know why all the trees change in the fall_Past the pumpkin patch and the tractor rides_I know you were on my side even when I was wrong_And I love you for giving me your eyes_For staying back and watching me shine_And I didn't know if you knew, so I'm taking this chance to say_That I had the best day with you today_Look now, the sky is gold_I hug your legs and fall asleep on the way home_I don't know why all the trees change in the fall_But I know you're not scared of anything at all_Don't know if Snow White's house is near or far away_But I know I had the best day with you today"
40,"Fearless Platinum Edition","The Other Side Of The Door","In the heat of the fight I walked away_Screaming, ""I'm in love with you""Wait there in the pouring rain_Come back for more_And don't you leave 'cause I know_All I need is on the other side of the door_Me and my stupid pride are sitting here alone_Going through the photographs, staring at the phone_I keep going back over things we both said_And I remember the slamming door_And all the things that I misread_So babe if you know everything_Ignoring words that you were saying_Tell me why you couldn't see_When I left, I wanted you to chase after me_Yeah, I said, ""Leave,"" but all I really want is you_To stand outside my window throwing pebbles_Screaming, ""I'm in love with you""Wait there in the pouring rain_Come back for more_And don't you leave 'cause I know_All I need is on the other side of the door_And I'll scream out the window_I can't even look at you_Trying to make me stay_I don't need you but I do, I do, I do_I say, ""There's nothing you can say_To make this right again, I mean it, I mean it""_What I mean is_I said, ""Leave,"" but baby all I want is you_To stand outside my window throwing pebbles_Screaming, ""I'm in love with you""Wait there in the pouring rain_Come back for more_And don't you leave 'cause I know_All I need is on the other side of the door_I said, ""This time I've had enough""And you've called a hundred times_With your face and the beautiful eyes_And the conversation with the little white lies_And the faded picture of a beautiful night_You carried me from your car up the stairs_And I broke down crying, was she worth this mess?_After everything and that little black dress_After everything I must confess, I need you_But I'm not picking up_'Cause I'm so mad I might tell you that it's over_But if you look a little closer_I said, ""Leave,"" but all I really want is you_To stand outside my window throwing pebbles"
41,"Fearless Platinum Edition","The Way I Loved You","He is sensible and so incredible_You're so in love that you act insane_And that's the way I loved you_Breaking down and coming undone_It's a roller coaster kind of rush_And I never knew I could feel that much_And that's the way I loved you_He respects my space_And never makes me wait_And he calls exactly when he says he will_He's close to my mother_And all my single friends are jealous_Talks business with my father_He's charming and endearing_And I'm comfortable_But I miss screaming and fighting and kissing in the rain_It's 2am and I'm cursing your name_You're so in love that you acted insane_And that's the way I loved you_Breaking down and coming undone_It's a roller coaster kind of rush_And I never knew I could feel that much_He says everything I need to hear and it's like_And that's the way I loved you_He can't see the smile I'm faking_And my heart's not breaking_'Cause I'm not feeling anything at all_And you were wild and crazy_Just so frustrating_Intoxicating, complicated_Got away by some mistake and now_I miss screaming and fighting and kissing in the rain_It's 2am and I'm cursing your name_I couldn't ask for anything better_I'm so in love that I acted insane_And that's the way I loved you_Breaking down and coming undone_It's a roller coaster kind of rush_And I never knew I could feel that much_And that's the way I loved you oh, oh_And that's the way I loved you oh, oh_Never knew I could feel that much_And that's the way I loved you_He opens up my door and I get into his car_And he says you look beautiful tonight_And I feel perfectly fine_But I miss screaming and fighting and kissing in the rain_And it's 2am and I'm cursing your name"
42,"Fearless Platinum Edition","Untouchable","Untouchable like a distant diamond sky_It's half full and I won't wait here all day_I know you're saying that you'd be here anyway_But you're untouchable, burning brighter than the sun_Now that you're close, I feel like coming undone_In the middle of the night when I'm in this dream_It's like a million little stars spelling out your name_You got to come on, come on, say that we'll be together_Come on, come on, oh_In the middle of the night waking from this dream_I want to feel you by my side, standing next to me_I'm reaching out and I just can't tell you why_You got to come on, come on, say that we'll be together_Come on, come on, little taste of heaven_I'm caught up in you_Oh, oh, oh_But you're untouchable, burning brighter than the sun_Now that you're close, I feel like coming undone_In the middle of the night when I'm in this dream_It's like a million little stars spelling out your name_You got to come on, come on, say that we'll be together_Come on, come on, oh_I'm caught up in you, I'm caught up in you_In the middle of the night when I'm in this dream_It's like a million little stars spelling out your name_You got to come on, come on, say that we'll be together_Come on, come on, oh_In the middle of the night waking from this dream_I want to feel you by my side, standing next to me_You got to come on, come on, say that we'll be together_Come on, come on, little taste of heaven_And in the middle of the night when I'm in this dream_It's like a million little stars spelling out your name_Untouchable, burning brighter than the sun_You got to come on, come on, come on, come on_Come on, come on, oh, oh, oh_Like a million little stars spelling out your name_They're spelling out your name, oh_And when you're close, I feel like coming undone_In the middle of the night when I'm in this dream_It's like a million little stars spelling out your name_You got to come on, come on, say that we'll be together_Come on, come on, little taste of heaven"
43,"Fearless Platinum Edition","White Horse","Say you're sorry, that face of an angel_I was a dreamer before you went and let me down_Now it's too late for you and your white horse_To come around_Maybe I was naive, got lost in your eyes_And never really had a chance_My mistake, I didn't know to be in love_You had to fight to have the upper hand_I had so many dreams about you and me_Happy endings, now I know_That I'm not a princess, this ain't a fairytale_Comes out just when you need it to_I'm not the one you'll sweep off her feet, lead her up the stairwell_This ain't Hollywood, this is a small town_I was a dreamer before you went and let me down_Now it's too late for you and your white horse_To come around_And there you are on your knees_Beggin' for forgiveness, beggin' for me_Just like I always wanted_But I'm so sorry_'Cause I'm not your princess, this ain't our fairytale_As I paced back and forth all this time_I'm gonna find someone someday_Who might actually treat me well_This is a big world, that was a small town_There in my rear view mirror disappearing now_And it's too late for you and your white horse_Now it's too late for you and your white horse_To catch me now_Oh, whoa, whoa, whoa_Try and catch me now, oh_It's too late to catch me now_'Cause I honestly believed in you_Holdin' on, the days drag on_Stupid girl, I shoulda known, I shoulda known_That I'm not a princess, this ain't a fairytale_I'm not the one you'll sweep off her feet, lead her up the stairwell_This ain't Hollywood, this is a small town"
44,"Fearless Platinum Edition","You Belong With Me","You're on the phone with your girlfriend, she's upset_That what you're looking for has been here the whole time_If you could see that I'm the one who understands you_Been here all along, so why can't you see?_You belong with me, you belong with me_Walking the streets with you and your worn-out jeans_I can't help thinking this is how it ought to be_Laughing on a park bench, thinking to myself_Hey, isn't this easy?_And you've got a smile that could light up this whole town_I haven't seen it in a while since she brought you down_She's going off about something that you said_You say you're fine, I know you better than that_Hey, whatcha doing with a girl like that?_She wears high heels, I wear sneakers_She's Cheer Captain and I'm on the bleachers_Dreaming about the day when you wake up and find_That what you're looking for has been here the whole time_If you could see that I'm the one who understands you_Been here all along, so why can't you see?_You belong with me_Standing by and waiting at your back door_'Cause she doesn't get your humor like I do_All this time how could you not know, baby?_You belong with me, you belong with me_Oh, I remember you driving to my house_In the middle of the night_I'm the one who makes you laugh_When you know you're 'bout to cry_And I know your favorite songs_And you tell me 'bout your dreams_Think I know where you belong_Think I know it's with me_I'm in the room, it's a typical Tuesday night_Can't you see that I'm the one who understands you_Been here all along, so why can't you see?_You belong with me_Standing by and waiting at your back door_All this time how could you not know, baby?_You belong with me, you belong with me_You belong with me_Have you ever thought just maybe_You belong with me?_You belong with me_I'm listening to the kind of music she doesn't like_And she'll never know your story like I do_But she wears short skirts, I wear T-shirts_She's Cheer Captain and I'm on the bleachers_Dreaming about the day when you wake up and find"
45,"Fearless Platinum Edition","You're Not Sorry","All this time I was wasting hoping you would come around_But I don't believe you baby like I did before_You're not sorry (No no no no)_You're looking so innocent, I might believe you if I didn't know_Could've loved you all my life if you hadn't left me waiting in the cold_And you've got your share of secrets_And I'm tired of being last to know_And now you're asking me to listen 'cause it's worked each time before_But you don't have to call anymore_I won't pick up the phone_This is the last straw_I've been giving out chances every time and all you do is let me down_Don't wanna hurt anymore_And you can tell me that you're sorry_But I don't believe you baby like I did before_You're not sorry (No no no no)_You're not sorry (No no no no)_You had me crawling for you, honey and it never would have gone away, no_You used to shine so bright, but I watched all of it fade_So you don't have to call anymore_I won't pick up the phone_This is the last straw_And it's taken me this long, baby, but I've figured you out_There's nothing left to beg for_And you can tell me that you're sorry_But I don't believe you baby like I did before_You're not sorry (No no no no)_You're not sorry (No no no no)_(No, no, no...)_And you're thinking we'll be fine again, but not this time around_You don't have to call anymore_I won't pick up the phone_This is the last straw_Don't wanna hurt anymore_And you can tell me that you're sorry"
46,"Lover","Afterglow","I blew things out of proportion, now you're blue_I'm the one who burned us down_But it's not what I meant_Sorry that I hurt you_I don't wanna do, I don't wanna do this to you (Ooh)_I don't wanna lose, I don't wanna lose this with you (Ooh)_I need to say, hey, it's all me, just don't go_Meet me in the afterglow_It's so excruciating to see you low_Just wanna lift you up and not let you go_This ultraviolet morning light below_Put you in jail for something you didn't do_Tells me this love is worth the fight, oh_I lived like an island, punished you with silence_Went off like sirens, just crying_Why'd I have to break what I love so much?_It's on your face, don't walk away, I need to say_Hey, it's all me, in my head_I'm the one who burned us down_But it's not what I meant_I'm sorry that I hurt you_I don't wanna do, I don't wanna do this to you (Ooh)_I pinned your hands behind your back, oh_I don't wanna lose, I don't wanna lose this with you (Ooh)_I need to say, hey, it's all me, just don't go_Meet me in the afterglow_Tell me that you're still mine_Tell me that we'll be just fine_Even when I lose my mind_I need to say_Tell me that it's not my fault_Tell me that I'm all you want_Even when I break your heart_Thought I had reason to attack, but no_I need to say_Hey, it's all me, in my head_I'm the one who burned us down_But it's not what I meant_Sorry that I hurt you_I don't wanna do, I don't wanna do this to you (Ooh)_I don't wanna lose, I don't wanna lose this with you (Ooh)_I need to say, hey, it's all me, just don't go_Meet me in the afterglow_Fighting with a true love is boxing with no gloves_Chemistry 'til it blows up, 'til there's no us_Why'd I have to break what I love so much?_It's on your face, and I'm to blame, I need to say_Hey, it's all me, in my head"
47,"Lover","Cornelia Street","We were in the backseat_That's the kinda heartbreak time could never mend_I'd never walk Cornelia Street again_And baby, I get mystified by how this city screams your name_And baby, I'm so terrified of if you ever walk away_I'd never walk Cornelia Street again_I'd never walk Cornelia Street again_Windows flung right open, autumn air_Jacket 'round my shoulders is yours_We bless the rains on Cornelia Street_Memorize the creaks in the floor_Drunk on something stronger than the drinks in the bar""I rent a place on Cornelia Street""_Back when we were card sharks, playing games_I thought you were leading me on_I packed my bags, left Cornelia Street_Before you even knew I was gone_But then you called, showed your hand_I turned around before I hit the tunnel_Sat on the roof, you and I_I hope I never lose you, hope it never ends_I'd never walk Cornelia Street again_That's the kinda heartbreak time could never mend_I say casually in the car_I'd never walk Cornelia Street again_And baby, I get mystified by how this city screams your name_And baby, I'm so terrified of if you ever walk away_I'd never walk Cornelia Street again_I'd never walk Cornelia Street again_You hold my hand on the street_Walk me back to that apartment_Years ago, we were just inside_Barefoot in the kitchen_Sacred new beginnings_We were a fresh page on the desk_That became my religion, listen_I hope I never lose you_I'd never walk Cornelia Street again_Oh, never again_And baby, I get mystified by how this city screams your name_And baby, I'm so terrified of if you ever walk away_I'd never walk Cornelia Street again_I'd never walk Cornelia Street again_I don't wanna lose you (Hope it never ends)_I'd never walk Cornelia Street again_Filling in the blanks as we go_I don't wanna lose you (Yeah)_""I rent a place on Cornelia Street""_I say casually in the car_As if the street lights pointed in an arrow head_Leading us home_And I hope I never lose you, hope it never ends_I'd never walk Cornelia Street again"
48,"Lover","Cruel Summer","(Yeah, yeah, yeah, yeah)_And it's new, the shape of your body_It's blue, the feeling I've got_And it's ooh, whoa oh_It's a cruel summer_It's cool, that's what I tell 'em_No rules in breakable heaven_But ooh, whoa oh_It's a cruel summer_With you_Hang your head low in the glow of the vending machine_Fever dream high in the quiet of the night_I'm not dying (Oh yeah, you're right, I want it)_We say that we'll just screw it up in these trying times_We're not trying (Oh yeah, you're right, I want it)_So cut the headlights, summer's a knife_I'm always waiting for you just to cut to the bone_Devils roll the dice, angels roll their eyes_And if I bleed, you'll be the last to know_Oh, it's new, the shape of your body_It's blue, the feeling I've got_And it's ooh, whoa oh_You know that I caught it (Oh yeah, you're right, I want it)_It's a cruel summer_It's cool, that's what I tell 'em_No rules in breakable heaven_But ooh, whoa oh_It's a cruel summer_With you_I'm drunk in the back of the car_And I cried like a baby coming home from the bar (Oh)_Said, ""I'm fine,"" but it wasn't true_I don't wanna keep secrets just to keep you_Bad, bad boy, shiny toy with a price_And I snuck in through the garden gate_Every night that summer just to seal my fate (Oh)_And I scream, ""For whatever it's worth_I love you, ain't that the worst thing you ever heard?""_He looks up, grinning like a devil_It's new, the shape of your body_It's blue, the feeling I've got_And it's ooh, whoa oh_It's a cruel summer_It's cool, that's what I tell 'em_You know that I bought it (Oh yeah, you're right, I want it)_No rules in breakable heaven_But ooh, whoa oh_It's a cruel summer_With you_I'm drunk in the back of the car_And I cried like a baby coming home from the bar (Oh)_Said, ""I'm fine,"" but it wasn't true_I don't wanna keep secrets just to keep you_And I snuck in through the garden gate_Every night that summer just to seal my fate (Oh)_Killing me slow, out the window_And I scream, ""For whatever it's worth_I love you, ain't that the worst thing you ever heard?""_(Yeah, yeah, yeah, yeah)_I'm always waiting for you to be waiting below_Devils roll the dice, angels roll their eyes_What doesn't kill me makes me want you more"
49,"Lover","Daylight","My love was as cruel as the cities I lived in_And so I became the butt of the joke_I wounded the good and I trusted the wicked_Clearing the air, I breathed in the smoke_Maybe you ran with the wolves and refused to settle down_Maybe I've stormed out of every single room in this town_Threw out our cloaks and our daggers because it's morning now_It's brighter now, now_I don't wanna look at anything else now that I saw you_(I can never look away)_I don't wanna think of anything else now that I thought of you_Everyone looked worse in the light_(Things will never be the same)_I've been sleeping so long in a 20-year dark night_(Now I'm wide awake)_And now I see daylight (Daylight), I only see daylight (Daylight)_I only see daylight, daylight, daylight, daylight_I only see daylight, daylight, daylight, daylight_And I can still see it all (In my mind)_All of you, all of me (Intertwined)_I once believed love would be (Black and white)_But it's golden (Golden)_There are so many lines that I've crossed unforgiven_And I can still see it all (In my head)_Back and forth from New York (Sneaking in your bed)_I once believed love would be (Burning red)_But it's golden_Like daylight, like daylight_Like daylight, daylight_I don't wanna look at anything else now that I saw you_(I can never look away)_And I don't wanna think of anything else now that I thought of you_(Things will never be the same)_I'll tell you the truth, but never goodbye_I've been sleeping so long in a 20-year dark night_(Now I'm wide awake)_And now I see daylight (I see daylight), I only see daylight (Ah)_I only see daylight, daylight, daylight, daylight_I only see daylight, daylight, daylight, daylight (Ah)_(And I can still see it all)_I only see daylight, daylight, daylight, daylight_(And I can still see it all, back and forth from New York)_I only see daylight, daylight, daylight, daylight(I once believed love would be burning red)_Like daylight_I don't wanna look at anything else now that I saw you_It's golden like daylight_You gotta step into the daylight and let it go_Just let it go, let it go_I wanna be defined by the things that I love_Not the things I hate_Not the things I'm afraid of, I'm afraid of_Or the things that haunt me in the middle of the night_I, I just think that_You are what you love_I don't wanna think of anything else now that I thought of you_I've been sleeping so long in a 20-year dark night_And now I see daylight, I only see daylight_Luck of the draw only draws the unlucky"
50,"Lover","Death By A Thousand Cuts","My, my, my, my_Flashbacks waking me up_I get drunk, but it's not enough_'Cause the morning comes and you're not my baby_I look through the windows of this love_Even though we boarded them up_Chandelier's still flickering here_'Cause I can't pretend it's okay when it's not_It's death by a thousand cuts_I dress to kill my time, I take the long way home_I ask the traffic lights if it'll be alright_My, my, my, my_They say, ""I don't know""And what once was ours is no one's now_I see you everywhere, the only thing we share_Is this small town_You said it was a great love, one for the ages_But if the story's over, why am I still writing pages?_'Cause saying goodbye is death by a thousand cuts_Flashbacks waking me up_I get drunk, but it's not enough_'Cause the morning comes and you're not my baby_I look through the windows of this love_My, my, my, my_Even though we boarded them up_Chandelier's still flickering here_'Cause I can't pretend it's okay when it's not_It's death by a thousand cuts_My heart, my hips, my body, my love_Tryna find a part of me that you didn't touch_Gave up on me like I was a bad drug_Now I'm searching for signs in a haunted club_Our songs, our films, united we stand_Our country, guess it was a lawless land_My, my, my, my_Quiet my fears with the touch of your hand_Paper cut stings from our paper-thin plans_My time, my wine, my spirit, my trust_Tryna find a part of me you didn't take up_Gave you so much, but it wasn't enough_But I'll be alright, it's just a thousand cuts_I get drunk, but it's not enough_'Cause you're not my baby_I look through the windows of this love_Even though we boarded them up_My, my, my, my_Chandelier's still flickering here_'Cause I can't pretend it's okay when it's not_No, it's not_It's death by a thousand cuts (You didn't touch)_Tryna find a part of me that you didn't touch_My body, my love, my trust (It's death by a thousand cuts)_But it wasn't enough, it wasn't enough, no, no_I take the long way home_I ask the traffic lights if it'll be alright_They say, ""I don't know""_My, my, my, my_My, my, my, my_My, my, my, my_Saying goodbye is death by a thousand cuts"
